Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Gonorrhea,2005,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"3,235",361.9,"893,928"
Gonorrhea,2004,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"3,158",358.4,"881,186"
Gonorrhea,2003,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"3,437",394.4,"871,469"
Gonorrhea,2002,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"3,997",462.6,"864,060"
Gonorrhea,2001,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"4,249",495.8,"856,981"
Gonorrhea,2000,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"4,134",485.2,"851,988"
Chlamydia,2019,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"17,163",2134.8,"803,978"
Chlamydia,2018,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"16,357",2021.4,"809,211"
Chlamydia,2017,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"15,879",1950.8,"813,953"
Chlamydia,2016,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"16,006",1946.9,"822,126"
Chlamydia,2015,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"14,810",1786.2,"829,120"
Chlamydia,2014,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"15,175",1812.6,"837,198"
Chlamydia,2013,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"17,120",2012.9,"850,502"
Chlamydia,2012,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"18,912",2181.1,"867,066"
Chlamydia,2011,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"19,569",2209.4,"885,730"
Chlamydia,2010,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"18,381",2038.9,"901,530"
Chlamydia,2009,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"16,936",1896.9,"892,806"
Chlamydia,2008,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"16,501",1829.2,"902,077"
Chlamydia,2007,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"16,398",1813.2,"904,356"
Chlamydia,2006,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"15,189",1682.5,"902,777"
Chlamydia,2005,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"14,429",1614.1,"893,928"
Chlamydia,2004,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"14,602",1657.1,"881,186"
Chlamydia,2003,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"14,633",1679.1,"871,469"
Chlamydia,2002,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"12,005",1389.4,"864,060"
Chlamydia,2001,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"11,517",1343.9,"856,981"
Chlamydia,2000,Pennsylvania,42,15-19,All races/ethnicities,Both sexes,"10,918",1281.5,"851,988"
Gonorrhea,2019,Rhode Island,44,15-19,All races/ethnicities,Both sexes,144,202.4,"71,154"
Gonorrhea,2018,Rhode Island,44,15-19,All races/ethnicities,Both sexes,180,251.4,"71,612"
Gonorrhea,2017,Rhode Island,44,15-19,All races/ethnicities,Both sexes,176,244.4,"72,016"
Gonorrhea,2016,Rhode Island,44,15-19,All races/ethnicities,Both sexes,66,90.6,"72,824"
Gonorrhea,2015,Rhode Island,44,15-19,All races/ethnicities,Both sexes,66,89.7,"73,578"
Gonorrhea,2014,Rhode Island,44,15-19,All races/ethnicities,Both sexes,65,87.4,"74,413"
Gonorrhea,2013,Rhode Island,44,15-19,All races/ethnicities,Both sexes,76,101,"75,239"
Gonorrhea,2012,Rhode Island,44,15-19,All races/ethnicities,Both sexes,115,149.7,"76,834"
Gonorrhea,2011,Rhode Island,44,15-19,All races/ethnicities,Both sexes,84,107.7,"77,983"
Gonorrhea,2010,Rhode Island,44,15-19,All races/ethnicities,Both sexes,63,79,"79,779"
Gonorrhea,2009,Rhode Island,44,15-19,All races/ethnicities,Both sexes,65,78.6,"82,649"
Gonorrhea,2008,Rhode Island,44,15-19,All races/ethnicities,Both sexes,71,86.3,"82,249"
Gonorrhea,2007,Rhode Island,44,15-19,All races/ethnicities,Both sexes,81,98.1,"82,570"
Gonorrhea,2006,Rhode Island,44,15-19,All races/ethnicities,Both sexes,135,164,"82,342"
Gonorrhea,2005,Rhode Island,44,15-19,All races/ethnicities,Both sexes,102,125.4,"81,313"
Gonorrhea,2004,Rhode Island,44,15-19,All races/ethnicities,Both sexes,197,244.7,"80,522"
Gonorrhea,2003,Rhode Island,44,15-19,All races/ethnicities,Both sexes,277,352.7,"78,539"
Gonorrhea,2002,Rhode Island,44,15-19,All races/ethnicities,Both sexes,243,312.7,"77,712"
Gonorrhea,2001,Rhode Island,44,15-19,All races/ethnicities,Both sexes,262,344.8,"75,981"
Gonorrhea,2000,Rhode Island,44,15-19,All races/ethnicities,Both sexes,206,272.5,"75,599"
Chlamydia,2019,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,381",1940.9,"71,154"
Chlamydia,2018,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,392",1943.8,"71,612"
Chlamydia,2017,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,503",2087,"72,016"
Chlamydia,2016,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,268",1741.2,"72,824"
Chlamydia,2015,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,024",1391.7,"73,578"
Chlamydia,2014,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,144",1537.4,"74,413"
Chlamydia,2013,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,191",1583,"75,239"
Chlamydia,2012,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,409",1833.8,"76,834"
Chlamydia,2011,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,338",1715.8,"77,983"
Chlamydia,2010,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,139",1427.7,"79,779"
Chlamydia,2009,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,154",1396.3,"82,649"
Chlamydia,2008,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,111",1350.8,"82,249"
Chlamydia,2007,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,060",1283.8,"82,570"
Chlamydia,2006,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,046",1270.3,"82,342"
Chlamydia,2005,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,075",1322.1,"81,313"
Chlamydia,2004,Rhode Island,44,15-19,All races/ethnicities,Both sexes,"1,073",1332.6,"80,522"
Chlamydia,2003,Rhode Island,44,15-19,All races/ethnicities,Both sexes,941,1198.1,"78,539"
Chlamydia,2002,Rhode Island,44,15-19,All races/ethnicities,Both sexes,904,1163.3,"77,712"
Chlamydia,2001,Rhode Island,44,15-19,All races/ethnicities,Both sexes,952,1252.9,"75,981"
Chlamydia,2000,Rhode Island,44,15-19,All races/ethnicities,Both sexes,923,1220.9,"75,599"
Gonorrhea,2019,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,747",846.1,"324,659"
Gonorrhea,2018,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,855",883.3,"323,228"
Gonorrhea,2017,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,612",811,"322,057"
Gonorrhea,2016,South Carolina,45,15-19,All races/ethnicities,Both sexes,"1,886",590.2,"319,557"
Gonorrhea,2015,South Carolina,45,15-19,All races/ethnicities,Both sexes,"1,588",503.4,"315,484"
Gonorrhea,2014,South Carolina,45,15-19,All races/ethnicities,Both sexes,"1,797",578.6,"310,581"
Gonorrhea,2013,South Carolina,45,15-19,All races/ethnicities,Both sexes,"1,563",503.7,"310,297"
Gonorrhea,2012,South Carolina,45,15-19,All races/ethnicities,Both sexes,"1,951",622.8,"313,257"
Gonorrhea,2011,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,490",781.4,"318,642"
Gonorrhea,2010,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,511",767.8,"327,058"
Gonorrhea,2009,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,667",829.2,"321,620"
Gonorrhea,2008,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,988",924.3,"323,258"
Gonorrhea,2007,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,825",881.7,"320,410"
Gonorrhea,2006,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,800",886.2,"315,946"
Gonorrhea,2005,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,283",736,"310,197"
Gonorrhea,2004,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,438",801.4,"304,225"
Gonorrhea,2003,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,232",749.3,"297,875"
Gonorrhea,2002,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,256",762.4,"295,917"
Gonorrhea,2001,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,786",943.4,"295,324"
Gonorrhea,2000,South Carolina,45,15-19,All races/ethnicities,Both sexes,"2,205",742.2,"297,102"
Chlamydia,2019,South Carolina,45,15-19,All races/ethnicities,Both sexes,"10,670",3286.5,"324,659"
Chlamydia,2018,South Carolina,45,15-19,All races/ethnicities,Both sexes,"10,147",3139.3,"323,228"
Chlamydia,2017,South Carolina,45,15-19,All races/ethnicities,Both sexes,"9,451",2934.6,"322,057"
Chlamydia,2016,South Carolina,45,15-19,All races/ethnicities,Both sexes,"8,126",2542.9,"319,557"
Chlamydia,2015,South Carolina,45,15-19,All races/ethnicities,Both sexes,"7,661",2428.3,"315,484"
Chlamydia,2014,South Carolina,45,15-19,All races/ethnicities,Both sexes,"7,922",2550.7,"310,581"
Chlamydia,2013,South Carolina,45,15-19,All races/ethnicities,Both sexes,"7,459",2403.8,"310,297"
Chlamydia,2012,South Carolina,45,15-19,All races/ethnicities,Both sexes,"8,697",2776.3,"313,257"
Chlamydia,2011,South Carolina,45,15-19,All races/ethnicities,Both sexes,"10,024",3145.9,"318,642"
Chlamydia,2010,South Carolina,45,15-19,All races/ethnicities,Both sexes,"9,613",2939.2,"327,058"
Chlamydia,2009,South Carolina,45,15-19,All races/ethnicities,Both sexes,"10,400",3233.6,"321,620"
Chlamydia,2008,South Carolina,45,15-19,All races/ethnicities,Both sexes,"9,816",3036.6,"323,258"
Chlamydia,2007,South Carolina,45,15-19,All races/ethnicities,Both sexes,"9,620",3002.4,"320,410"
Chlamydia,2006,South Carolina,45,15-19,All races/ethnicities,Both sexes,"8,200",2595.4,"315,946"
Chlamydia,2005,South Carolina,45,15-19,All races/ethnicities,Both sexes,"6,675",2151.9,"310,197"
Chlamydia,2004,South Carolina,45,15-19,All races/ethnicities,Both sexes,"6,664",2190.5,"304,225"
Chlamydia,2003,South Carolina,45,15-19,All races/ethnicities,Both sexes,"5,537",1858.8,"297,875"
Chlamydia,2002,South Carolina,45,15-19,All races/ethnicities,Both sexes,"5,410",1828.2,"295,917"
Chlamydia,2001,South Carolina,45,15-19,All races/ethnicities,Both sexes,"5,745",1945.3,"295,324"
Chlamydia,2000,South Carolina,45,15-19,All races/ethnicities,Both sexes,"3,807",1281.4,"297,102"
Gonorrhea,2019,South Dakota,46,15-19,All races/ethnicities,Both sexes,274,474.6,"57,734"
Gonorrhea,2018,South Dakota,46,15-19,All races/ethnicities,Both sexes,233,406.7,"57,285"
Gonorrhea,2017,South Dakota,46,15-19,All races/ethnicities,Both sexes,235,411.3,"57,142"
Gonorrhea,2016,South Dakota,46,15-19,All races/ethnicities,Both sexes,215,378.8,"56,758"
Gonorrhea,2015,South Dakota,46,15-19,All races/ethnicities,Both sexes,179,317.7,"56,334"
Gonorrhea,2014,South Dakota,46,15-19,All races/ethnicities,Both sexes,159,281,"56,585"
Gonorrhea,2013,South Dakota,46,15-19,All races/ethnicities,Both sexes,160,282.9,"56,557"
Gonorrhea,2012,South Dakota,46,15-19,All races/ethnicities,Both sexes,164,286.6,"57,232"
Gonorrhea,2011,South Dakota,46,15-19,All races/ethnicities,Both sexes,122,211.2,"57,775"
Gonorrhea,2010,South Dakota,46,15-19,All races/ethnicities,Both sexes,84,145.3,"57,803"
Gonorrhea,2009,South Dakota,46,15-19,All races/ethnicities,Both sexes,73,126,"57,930"
Gonorrhea,2008,South Dakota,46,15-19,All races/ethnicities,Both sexes,96,163.9,"58,571"
Gonorrhea,2007,South Dakota,46,15-19,All races/ethnicities,Both sexes,73,123.1,"59,297"
Gonorrhea,2006,South Dakota,46,15-19,All races/ethnicities,Both sexes,113,189.7,"59,557"
Gonorrhea,2005,South Dakota,46,15-19,All races/ethnicities,Both sexes,108,178.7,"60,434"
Gonorrhea,2004,South Dakota,46,15-19,All races/ethnicities,Both sexes,78,127.1,"61,357"
Gonorrhea,2003,South Dakota,46,15-19,All races/ethnicities,Both sexes,64,103.3,"61,927"
Gonorrhea,2002,South Dakota,46,15-19,All races/ethnicities,Both sexes,88,140.8,"62,505"
Gonorrhea,2001,South Dakota,46,15-19,All races/ethnicities,Both sexes,104,164,"63,406"
Gonorrhea,2000,South Dakota,46,15-19,All races/ethnicities,Both sexes,80,127.7,"62,644"
Chlamydia,2019,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,143",1979.8,"57,734"
Chlamydia,2018,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,094",1909.7,"57,285"
Chlamydia,2017,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,096",1918,"57,142"
Chlamydia,2016,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,179",2077.2,"56,758"
Chlamydia,2015,South Dakota,46,15-19,All races/ethnicities,Both sexes,999,1773.4,"56,334"
Chlamydia,2014,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,136",2007.6,"56,585"
Chlamydia,2013,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,098",1941.4,"56,557"
Chlamydia,2012,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,194",2086.2,"57,232"
Chlamydia,2011,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,025",1774.1,"57,775"
Chlamydia,2010,South Dakota,46,15-19,All races/ethnicities,Both sexes,971,1679.8,"57,803"
Chlamydia,2009,South Dakota,46,15-19,All races/ethnicities,Both sexes,848,1463.8,"57,930"
Chlamydia,2008,South Dakota,46,15-19,All races/ethnicities,Both sexes,972,1659.5,"58,571"
Chlamydia,2007,South Dakota,46,15-19,All races/ethnicities,Both sexes,838,1413.2,"59,297"
Chlamydia,2006,South Dakota,46,15-19,All races/ethnicities,Both sexes,913,1533,"59,557"
Chlamydia,2005,South Dakota,46,15-19,All races/ethnicities,Both sexes,945,1563.7,"60,434"
Chlamydia,2004,South Dakota,46,15-19,All races/ethnicities,Both sexes,878,1431,"61,357"
Chlamydia,2003,South Dakota,46,15-19,All races/ethnicities,Both sexes,"1,008",1627.7,"61,927"
Chlamydia,2002,South Dakota,46,15-19,All races/ethnicities,Both sexes,825,1319.9,"62,505"
Chlamydia,2001,South Dakota,46,15-19,All races/ethnicities,Both sexes,703,1108.7,"63,406"
Chlamydia,2000,South Dakota,46,15-19,All races/ethnicities,Both sexes,740,1181.3,"62,644"
Gonorrhea,2019,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,943",693.6,"424,280"
Gonorrhea,2018,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,700",635.2,"425,048"
Gonorrhea,2017,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,439",574.5,"424,574"
Gonorrhea,2016,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,060",487.3,"422,765"
Gonorrhea,2015,Tennessee,47,15-19,All races/ethnicities,Both sexes,"1,698",404.2,"420,127"
Gonorrhea,2014,Tennessee,47,15-19,All races/ethnicities,Both sexes,"1,563",374.3,"417,599"
Gonorrhea,2013,Tennessee,47,15-19,All races/ethnicities,Both sexes,"1,870",447.1,"418,282"
Gonorrhea,2012,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,493",591,"421,816"
Gonorrhea,2011,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,291",536,"427,445"
Gonorrhea,2010,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,184",502.1,"434,953"
Gonorrhea,2009,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,411",569.3,"423,474"
Gonorrhea,2008,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,686",631.9,"425,054"
Gonorrhea,2007,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,902",687.5,"422,137"
Gonorrhea,2006,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,770",665.3,"416,365"
Gonorrhea,2005,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,438",596.7,"408,597"
Gonorrhea,2004,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,297",574,"400,165"
Gonorrhea,2003,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,396",610.2,"392,647"
Gonorrhea,2002,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,561",655.5,"390,670"
Gonorrhea,2001,Tennessee,47,15-19,All races/ethnicities,Both sexes,"2,795",712.3,"392,389"
Gonorrhea,2000,Tennessee,47,15-19,All races/ethnicities,Both sexes,"3,312",835.6,"396,356"
Chlamydia,2019,Tennessee,47,15-19,All races/ethnicities,Both sexes,"11,551",2722.5,"424,280"
Chlamydia,2018,Tennessee,47,15-19,All races/ethnicities,Both sexes,"10,734",2525.4,"425,048"
Chlamydia,2017,Tennessee,47,15-19,All races/ethnicities,Both sexes,"10,060",2369.4,"424,574"
Chlamydia,2016,Tennessee,47,15-19,All races/ethnicities,Both sexes,"9,299",2199.6,"422,765"
Chlamydia,2015,Tennessee,47,15-19,All races/ethnicities,Both sexes,"8,829",2101.5,"420,127"
Chlamydia,2014,Tennessee,47,15-19,All races/ethnicities,Both sexes,"9,036",2163.8,"417,599"
Chlamydia,2013,Tennessee,47,15-19,All races/ethnicities,Both sexes,"9,337",2232.2,"418,282"
Chlamydia,2012,Tennessee,47,15-19,All races/ethnicities,Both sexes,"10,839",2569.6,"421,816"
Chlamydia,2011,Tennessee,47,15-19,All races/ethnicities,Both sexes,"10,808",2528.5,"427,445"
Chlamydia,2010,Tennessee,47,15-19,All races/ethnicities,Both sexes,"10,366",2383.2,"434,953"
Chlamydia,2009,Tennessee,47,15-19,All races/ethnicities,Both sexes,"11,008",2599.5,"423,474"
Chlamydia,2008,Tennessee,47,15-19,All races/ethnicities,Both sexes,"10,413",2449.8,"425,054"
Chlamydia,2007,Tennessee,47,15-19,All races/ethnicities,Both sexes,"10,010",2371.3,"422,137"
Chlamydia,2006,Tennessee,47,15-19,All races/ethnicities,Both sexes,"9,125",2191.6,"416,365"
Chlamydia,2005,Tennessee,47,15-19,All races/ethnicities,Both sexes,"8,396",2054.8,"408,597"
Chlamydia,2004,Tennessee,47,15-19,All races/ethnicities,Both sexes,"8,136",2033.2,"400,165"
Chlamydia,2003,Tennessee,47,15-19,All races/ethnicities,Both sexes,"7,397",1883.9,"392,647"
Chlamydia,2002,Tennessee,47,15-19,All races/ethnicities,Both sexes,"6,239",1597,"390,670"
Chlamydia,2001,Tennessee,47,15-19,All races/ethnicities,Both sexes,"6,274",1598.9,"392,389"
Chlamydia,2000,Tennessee,47,15-19,All races/ethnicities,Both sexes,"6,169",1556.4,"396,356"
Gonorrhea,2019,Texas,48,15-19,All races/ethnicities,Both sexes,"8,155",397.2,"2,052,992"
Gonorrhea,2018,Texas,48,15-19,All races/ethnicities,Both sexes,"9,355",460.6,"2,030,876"
Gonorrhea,2017,Texas,48,15-19,All races/ethnicities,Both sexes,"9,454",470.8,"2,007,887"
Gonorrhea,2016,Texas,48,15-19,All races/ethnicities,Both sexes,"8,742",440.7,"1,983,556"
Gonorrhea,2015,Texas,48,15-19,All races/ethnicities,Both sexes,"8,432",432,"1,952,028"
Gonorrhea,2014,Texas,48,15-19,All races/ethnicities,Both sexes,"7,861",409.8,"1,918,191"
Gonorrhea,2013,Texas,48,15-19,All races/ethnicities,Both sexes,"8,243",434.6,"1,896,597"
Gonorrhea,2012,Texas,48,15-19,All races/ethnicities,Both sexes,"8,974",475.7,"1,886,560"
Gonorrhea,2011,Texas,48,15-19,All races/ethnicities,Both sexes,"9,030",479.4,"1,883,541"
Gonorrhea,2010,Texas,48,15-19,All races/ethnicities,Both sexes,"9,473",502.9,"1,883,808"
Gonorrhea,2009,Texas,48,15-19,All races/ethnicities,Both sexes,"9,003",496.9,"1,811,806"
Gonorrhea,2008,Texas,48,15-19,All races/ethnicities,Both sexes,"9,592",535.2,"1,792,085"
Gonorrhea,2007,Texas,48,15-19,All races/ethnicities,Both sexes,"9,140",516.1,"1,771,037"
Gonorrhea,2006,Texas,48,15-19,All races/ethnicities,Both sexes,"8,499",486.8,"1,746,039"
Gonorrhea,2005,Texas,48,15-19,All races/ethnicities,Both sexes,"7,311",426.6,"1,713,715"
Gonorrhea,2004,Texas,48,15-19,All races/ethnicities,Both sexes,"6,816",402.6,"1,693,064"
Gonorrhea,2003,Texas,48,15-19,All races/ethnicities,Both sexes,"7,042",419.8,"1,677,513"
Gonorrhea,2002,Texas,48,15-19,All races/ethnicities,Both sexes,"7,968",477.3,"1,669,323"
Gonorrhea,2001,Texas,48,15-19,All races/ethnicities,Both sexes,"9,172",553.4,"1,657,406"
Gonorrhea,2000,Texas,48,15-19,All races/ethnicities,Both sexes,"10,321",628.1,"1,643,332"
Chlamydia,2019,Texas,48,15-19,All races/ethnicities,Both sexes,"34,139",1662.9,"2,052,992"
Chlamydia,2018,Texas,48,15-19,All races/ethnicities,Both sexes,"39,437",1941.9,"2,030,876"
Chlamydia,2017,Texas,48,15-19,All races/ethnicities,Both sexes,"40,748",2029.4,"2,007,887"
Chlamydia,2016,Texas,48,15-19,All races/ethnicities,Both sexes,"38,482",1940.1,"1,983,556"
Chlamydia,2015,Texas,48,15-19,All races/ethnicities,Both sexes,"37,326",1912.2,"1,952,028"
Chlamydia,2014,Texas,48,15-19,All races/ethnicities,Both sexes,"35,270",1838.7,"1,918,191"
Chlamydia,2013,Texas,48,15-19,All races/ethnicities,Both sexes,"36,825",1941.6,"1,896,597"
Chlamydia,2012,Texas,48,15-19,All races/ethnicities,Both sexes,"38,848",2059.2,"1,886,560"
Chlamydia,2011,Texas,48,15-19,All races/ethnicities,Both sexes,"40,539",2152.3,"1,883,541"
Chlamydia,2010,Texas,48,15-19,All races/ethnicities,Both sexes,"39,963",2121.4,"1,883,808"
Chlamydia,2009,Texas,48,15-19,All races/ethnicities,Both sexes,"36,706",2025.9,"1,811,806"
Chlamydia,2008,Texas,48,15-19,All races/ethnicities,Both sexes,"35,038",1955.2,"1,792,085"
Chlamydia,2007,Texas,48,15-19,All races/ethnicities,Both sexes,"29,607",1671.7,"1,771,037"
Chlamydia,2006,Texas,48,15-19,All races/ethnicities,Both sexes,"26,308",1506.7,"1,746,039"
Chlamydia,2005,Texas,48,15-19,All races/ethnicities,Both sexes,"25,328",1478,"1,713,715"
Chlamydia,2004,Texas,48,15-19,All races/ethnicities,Both sexes,"25,147",1485.3,"1,693,064"
Chlamydia,2003,Texas,48,15-19,All races/ethnicities,Both sexes,"25,238",1504.5,"1,677,513"
Chlamydia,2002,Texas,48,15-19,All races/ethnicities,Both sexes,"25,831",1547.4,"1,669,323"
Chlamydia,2001,Texas,48,15-19,All races/ethnicities,Both sexes,"26,607",1605.3,"1,657,406"
Chlamydia,2000,Texas,48,15-19,All races/ethnicities,Both sexes,"26,976",1641.5,"1,643,332"
Gonorrhea,2019,Utah,49,15-19,All races/ethnicities,Both sexes,274,107.9,"253,847"
Gonorrhea,2018,Utah,49,15-19,All races/ethnicities,Both sexes,319,128.4,"248,410"
Gonorrhea,2017,Utah,49,15-19,All races/ethnicities,Both sexes,275,113.3,"242,739"
Gonorrhea,2016,Utah,49,15-19,All races/ethnicities,Both sexes,215,90.7,"236,968"
Gonorrhea,2015,Utah,49,15-19,All races/ethnicities,Both sexes,138,59.9,"230,553"
Gonorrhea,2014,Utah,49,15-19,All races/ethnicities,Both sexes,150,66.6,"225,151"
Gonorrhea,2013,Utah,49,15-19,All races/ethnicities,Both sexes,88,39.6,"222,027"
Gonorrhea,2012,Utah,49,15-19,All races/ethnicities,Both sexes,54,24.7,"218,317"
Gonorrhea,2011,Utah,49,15-19,All races/ethnicities,Both sexes,38,17.4,"218,075"
Gonorrhea,2010,Utah,49,15-19,All races/ethnicities,Both sexes,47,21.3,"220,403"
Gonorrhea,2009,Utah,49,15-19,All races/ethnicities,Both sexes,50,23.2,"215,963"
Gonorrhea,2008,Utah,49,15-19,All races/ethnicities,Both sexes,69,32,"215,513"
Gonorrhea,2007,Utah,49,15-19,All races/ethnicities,Both sexes,150,70.2,"213,664"
Gonorrhea,2006,Utah,49,15-19,All races/ethnicities,Both sexes,144,68.5,"210,167"
Gonorrhea,2005,Utah,49,15-19,All races/ethnicities,Both sexes,142,68.2,"208,101"
Gonorrhea,2004,Utah,49,15-19,All races/ethnicities,Both sexes,122,59,"206,916"
Gonorrhea,2003,Utah,49,15-19,All races/ethnicities,Both sexes,66,31.7,"207,902"
Gonorrhea,2002,Utah,49,15-19,All races/ethnicities,Both sexes,60,28.3,"211,929"
Gonorrhea,2001,Utah,49,15-19,All races/ethnicities,Both sexes,36,16.7,"215,435"
Gonorrhea,2000,Utah,49,15-19,All races/ethnicities,Both sexes,54,24.8,"217,686"
Chlamydia,2019,Utah,49,15-19,All races/ethnicities,Both sexes,"2,621",1032.5,"253,847"
Chlamydia,2018,Utah,49,15-19,All races/ethnicities,Both sexes,"2,633",1059.9,"248,410"
Chlamydia,2017,Utah,49,15-19,All races/ethnicities,Both sexes,"2,553",1051.7,"242,739"
Chlamydia,2016,Utah,49,15-19,All races/ethnicities,Both sexes,"2,380",1004.4,"236,968"
Chlamydia,2015,Utah,49,15-19,All races/ethnicities,Both sexes,"2,262",981.1,"230,553"
Chlamydia,2014,Utah,49,15-19,All races/ethnicities,Both sexes,"2,145",952.7,"225,151"
Chlamydia,2013,Utah,49,15-19,All races/ethnicities,Both sexes,"2,026",912.5,"222,027"
Chlamydia,2012,Utah,49,15-19,All races/ethnicities,Both sexes,"2,153",986.2,"218,317"
Chlamydia,2011,Utah,49,15-19,All races/ethnicities,Both sexes,"2,044",937.3,"218,075"
Chlamydia,2010,Utah,49,15-19,All races/ethnicities,Both sexes,"1,971",894.3,"220,403"
Chlamydia,2009,Utah,49,15-19,All races/ethnicities,Both sexes,"1,816",840.9,"215,963"
Chlamydia,2008,Utah,49,15-19,All races/ethnicities,Both sexes,"1,772",822.2,"215,513"
Chlamydia,2007,Utah,49,15-19,All races/ethnicities,Both sexes,"1,698",794.7,"213,664"
Chlamydia,2006,Utah,49,15-19,All races/ethnicities,Both sexes,"1,465",697.1,"210,167"
Chlamydia,2005,Utah,49,15-19,All races/ethnicities,Both sexes,"1,332",640.1,"208,101"
Chlamydia,2004,Utah,49,15-19,All races/ethnicities,Both sexes,"1,188",574.1,"206,916"
Chlamydia,2003,Utah,49,15-19,All races/ethnicities,Both sexes,"1,207",580.6,"207,902"
Chlamydia,2002,Utah,49,15-19,All races/ethnicities,Both sexes,"1,172",553,"211,929"
Chlamydia,2001,Utah,49,15-19,All races/ethnicities,Both sexes,953,442.4,"215,435"
Chlamydia,2000,Utah,49,15-19,All races/ethnicities,Both sexes,778,357.4,"217,686"
Gonorrhea,2019,Vermont,50,15-19,All races/ethnicities,Both sexes,23,55.8,"41,216"
Gonorrhea,2018,Vermont,50,15-19,All races/ethnicities,Both sexes,31,74.4,"41,665"
